Date,Branch,Customer_Type,Payment,Total
2024-11-02,B,Normal,Cash,495.65
2024-07-22,A,Member,E-wallet,220.46
2024-08-30,A,Member,E-wallet,220.98
2024-02-19,B,Member,E-wallet,269.87
2025-01-25,A,Member,Cash,276.1
2025-01-20,B,Normal,E-wallet,145.28
2024-04-05,A,Normal,E-wallet,381.79
2024-02-20,B,Normal,E-wallet,143.05
2024-08-31,A,Normal,Credit Card,317.96
2025-01-05,A,Member,Cash,306.36
2024-12-13,A,Member,Cash,169.65
2024-04-25,A,Normal,Cash,177.98
2024-12-02,B,Member,E-wallet,399.21
2024-05-28,A,Normal,Cash,132.69
2024-06-05,A,Member,E-wallet,435.83
2024-09-11,A,Member,Credit Card,329.32
2024-02-19,B,Member,Cash,223.52
2024-05-08,A,Normal,Credit Card,59.06
2024-12-11,A,Normal,Cash,157.02
2024-11-04,A,Member,E-wallet,172.41
2024-04-30,B,Member,E-wallet,415.04
2024-08-11,B,Member,E-wallet,366.53
2024-09-10,A,Member,Cash,103.44
2025-01-15,B,Member,Cash,490.64
2024-11-19,B,Member,Cash,372.64
2024-06-03,A,Member,E-wallet,171.22
2024-07-18,B,Normal,Cash,196.61
2024-09-03,A,Member,Cash,452.13
2024-03-03,A,Normal,Credit Card,128.7
2024-12-15,A,Normal,Credit Card,200.13
2024-07-08,B,Normal,Credit Card,40.57
2024-04-16,B,Member,E-wallet,478.13
2024-07-10,B,Member,Cash,14.66
2024-11-18,A,Normal,Credit Card,121.67
2024-11-02,A,Normal,Credit Card,226.8
2024-03-19,A,Member,Cash,328.35
2024-05-12,A,Normal,Cash,61.23
2024-10-14,A,Member,E-wallet,420.74
2024-05-29,A,Normal,Cash,23.97
2024-08-04,B,Member,Cash,371.42
2024-11-15,A,Member,Cash,489.25
2024-06-19,A,Member,Cash,386.48
2025-01-01,A,Normal,Credit Card,336.96
2024-12-08,B,Normal,Credit Card,284.84
2024-04-17,A,Normal,Credit Card,335.55
2024-07-29,B,Normal,Cash,109.72
2024-03-11,B,Normal,Credit Card,405.69
2024-11-23,B,Member,E-wallet,208.78
2024-03-19,B,Normal,Credit Card,475.92
2024-10-07,A,Member,Credit Card,149.66
2024-03-21,B,Member,E-wallet,96.78
2024-03-22,B,Member,E-wallet,193.62
2024-03-04,B,Normal,Credit Card,151.99
2024-04-24,B,Normal,E-wallet,282.22
2025-01-27,B,Member,Credit Card,403.46
2024-07-09,B,Member,E-wallet,58.61
2024-06-07,A,Member,Credit Card,89.95
2025-01-18,A,Normal,Cash,31.21
2024-11-07,A,Normal,Cash,219.97
2024-05-21,B,Member,E-wallet,419.74
2024-03-08,B,Member,E-wallet,255.79
2024-10-23,B,Normal,Credit Card,319.97
2024-03-13,B,Normal,E-wallet,485.02
2024-06-01,A,Member,Cash,204.23
2024-12-04,A,Normal,E-wallet,457.8
2024-07-04,B,Member,Credit Card,481.94
2025-01-28,A,Normal,Credit Card,438.08
2024-12-21,B,Normal,Cash,282.73
2024-06-10,B,Normal,Credit Card,89.22
2025-01-22,B,Normal,Credit Card,19.28
2024-09-06,B,Normal,E-wallet,174.52
2025-01-19,B,Member,E-wallet,244.86
2024-12-05,B,Normal,Credit Card,95.03
2024-07-15,A,Normal,E-wallet,338.43
2024-04-11,A,Member,Cash,36.64
2024-10-20,B,Member,E-wallet,241.58
2024-06-04,A,Normal,Credit Card,250.61
2024-10-03,B,Member,Cash,119.15
2024-08-02,B,Normal,E-wallet,38.31
2024-05-23,B,Normal,Credit Card,288.41
2024-11-26,A,Member,Cash,43.33
2024-02-14,A,Normal,Credit Card,454.14
2024-12-20,B,Normal,Credit Card,128.46
2024-08-02,B,Member,Credit Card,386.57
2024-05-06,A,Member,Credit Card,381.31
2024-07-20,A,Normal,E-wallet,456.17
2024-10-29,B,Member,E-wallet,39.98
2024-09-21,B,Normal,Cash,414.43
2024-03-11,A,Normal,E-wallet,449.91
2024-12-28,B,Member,E-wallet,52.75
2024-11-06,A,Member,Credit Card,424.89
2024-12-22,B,Normal,Credit Card,109.38
2025-01-17,A,Member,E-wallet,406.73
2024-08-26,B,Normal,Cash,177.59
2024-04-28,B,Member,Credit Card,371.34
2024-02-23,A,Normal,E-wallet,182.6
2024-04-26,B,Member,Cash,154.01
2024-05-01,A,Member,Cash,444.55
2024-03-13,A,Normal,Cash,435.17
2024-04-24,A,Normal,Cash,14.73
2024-11-10,A,Member,Credit Card,132.62
2024-11-03,A,Member,Cash,479.49
2024-06-26,B,Member,E-wallet,447.35
2024-04-04,B,Member,Credit Card,203.84
2024-07-10,A,Normal,Credit Card,466.43
2024-03-09,A,Normal,E-wallet,395.43
2024-12-31,A,Normal,Cash,426.74
2024-12-30,B,Member,Credit Card,118.0
2024-04-07,A,Normal,Credit Card,441.79
2024-11-14,B,Normal,Cash,488.06
2024-08-24,A,Normal,E-wallet,41.72
2024-04-02,A,Member,Cash,323.41
2024-12-13,B,Member,Cash,367.12
2024-09-16,A,Normal,Credit Card,22.55
2025-01-24,A,Member,Cash,231.86
2024-09-21,B,Normal,Credit Card,178.18
2024-07-02,A,Normal,Cash,263.61
2024-06-24,A,Normal,Cash,218.24
2024-03-15,B,Normal,Credit Card,465.84
2024-12-02,A,Member,Credit Card,290.23
2025-01-11,B,Member,Credit Card,108.91
2024-03-05,A,Normal,Cash,119.29
2024-03-05,A,Normal,Credit Card,413.98
2024-11-27,B,Member,Cash,208.92
2024-11-18,A,Member,Cash,428.83
2024-09-12,A,Normal,E-wallet,56.93
2024-08-06,B,Member,Cash,326.2
2025-01-07,B,Normal,Cash,299.54
2024-02-26,A,Member,Credit Card,392.17
2024-05-29,B,Normal,E-wallet,462.18
2024-07-11,B,Member,Credit Card,371.75
2024-12-01,A,Normal,Cash,197.3
2024-04-13,A,Normal,Credit Card,324.57
2024-08-12,B,Normal,Cash,174.89
2024-03-15,B,Normal,Cash,475.95
2024-04-12,A,Member,E-wallet,34.39
2024-04-28,A,Normal,Cash,47.08
2025-01-03,B,Normal,Cash,428.65
2024-11-27,B,Normal,Credit Card,37.58
2024-12-05,B,Normal,E-wallet,50.8
2025-02-04,B,Normal,E-wallet,465.92
2024-04-04,A,Normal,Credit Card,292.16
2024-02-16,B,Normal,Credit Card,19.08
2024-11-06,A,Normal,E-wallet,48.73
2024-10-10,B,Normal,Cash,54.4
2024-09-21,A,Normal,E-wallet,425.83
2024-02-21,A,Member,Credit Card,271.04
2024-08-14,B,Normal,Credit Card,206.2
2024-08-27,B,Member,Credit Card,304.02
2024-04-05,B,Member,Cash,98.83
2025-02-06,B,Member,Cash,112.7
2024-07-14,A,Normal,Credit Card,470.73
2025-01-04,B,Member,Cash,292.65
2024-08-25,B,Normal,E-wallet,169.79
2024-08-23,B,Member,Cash,422.53
2024-07-10,A,Normal,Credit Card,383.84
2025-01-25,A,Normal,Credit Card,224.28
2024-12-22,A,Normal,Cash,347.87
2024-07-24,A,Normal,Cash,474.36
2024-11-09,B,Normal,Credit Card,217.62
2025-02-06,B,Normal,Cash,134.39
2024-03-26,A,Normal,Credit Card,18.24
2024-11-24,A,Member,E-wallet,248.97
2024-09-12,B,Member,Credit Card,43.94
2024-06-01,B,Member,Credit Card,210.24
2024-03-28,B,Normal,Cash,285.51
2024-12-08,A,Member,Cash,298.65
2025-01-08,A,Member,E-wallet,237.2
2024-11-14,B,Member,Cash,134.59
2024-06-28,A,Normal,E-wallet,358.68
2024-10-23,A,Normal,E-wallet,125.12
2024-11-23,B,Member,Cash,248.46
2024-12-27,B,Member,Credit Card,86.56
2024-05-24,A,Member,Credit Card,469.98
2024-09-29,B,Normal,E-wallet,358.64
2024-09-30,B,Normal,Credit Card,62.69
2024-05-29,A,Normal,Credit Card,45.7
2024-06-10,B,Normal,Credit Card,213.67
2024-06-19,B,Normal,Cash,405.24
2024-05-30,A,Normal,Cash,93.18
2025-01-15,B,Member,Cash,41.47
2024-02-25,B,Member,Credit Card,370.66
2024-12-12,B,Member,Cash,220.29
2024-06-14,A,Member,Cash,140.52
2024-08-22,B,Normal,Credit Card,11.21
2024-12-25,A,Member,Credit Card,42.48
2024-04-30,A,Normal,Cash,203.59
2024-03-16,B,Member,E-wallet,364.17
2024-03-02,B,Normal,Credit Card,46.8
2025-01-20,B,Normal,E-wallet,151.48
2024-11-29,B,Normal,Cash,12.07
2024-09-15,B,Normal,E-wallet,52.96
2024-05-09,A,Normal,Credit Card,281.28
2024-11-18,A,Normal,E-wallet,127.45
2024-11-13,B,Normal,E-wallet,393.32
2024-09-20,A,Member,Credit Card,270.41
2025-01-03,B,Normal,Credit Card,154.31
2024-08-30,B,Member,Cash,160.36
2025-01-31,A,Member,Cash,18.22
2024-07-27,A,Normal,Cash,54.55
2024-06-15,A,Normal,E-wallet,74.12
2024-06-24,B,Normal,E-wallet,464.96
2024-06-23,B,Member,E-wallet,424.18
2024-05-19,A,Member,Credit Card,205.81
2024-11-29,A,Normal,E-wallet,317.44
2024-04-17,B,Member,E-wallet,396.31
2024-02-14,B,Normal,Credit Card,159.12
2024-06-12,A,Member,Credit Card,444.51
2024-05-07,A,Normal,E-wallet,15.66
2024-10-06,A,Member,Cash,294.45
2024-12-29,B,Normal,Credit Card,399.13
2025-01-11,A,Member,E-wallet,152.18
2024-08-13,A,Member,E-wallet,454.16
2024-11-03,A,Normal,Credit Card,436.28
2024-09-13,B,Member,Cash,332.89
2024-07-08,B,Normal,E-wallet,436.93
2025-01-17,B,Member,Cash,435.0
2024-10-06,A,Member,Cash,254.25
2024-03-18,B,Member,Cash,20.94
2024-09-24,B,Member,Cash,254.95
2024-09-26,B,Member,Cash,450.66
2024-06-16,A,Member,E-wallet,322.66
2024-09-02,A,Normal,E-wallet,296.47
2024-02-15,A,Normal,E-wallet,200.16
2024-04-08,A,Normal,Credit Card,497.61
2024-04-26,A,Member,Credit Card,65.92
2024-04-21,A,Normal,Cash,44.0
2024-02-20,A,Normal,E-wallet,20.04
2024-12-12,A,Normal,Cash,133.61
2024-07-14,B,Normal,Cash,93.33
2024-03-14,A,Normal,Credit Card,300.73
2024-10-28,B,Member,Cash,51.54
2024-05-04,A,Member,Cash,431.21
2024-04-10,B,Normal,Cash,317.35
2024-12-16,B,Normal,E-wallet,171.64
2024-05-03,A,Member,Cash,218.79
2024-08-25,B,Normal,Cash,232.79
2024-07-19,B,Member,E-wallet,211.34
2024-09-20,B,Normal,Credit Card,346.3
2024-06-21,B,Member,E-wallet,309.11
2024-02-23,B,Normal,E-wallet,376.82
2024-10-22,A,Normal,Credit Card,395.49
2024-11-23,A,Member,Credit Card,248.51
2024-08-30,B,Member,Credit Card,376.63
2024-08-07,A,Member,Cash,497.37
2024-11-13,B,Member,Cash,86.41
2024-08-28,A,Normal,E-wallet,137.03
2024-02-23,A,Normal,Cash,244.39
2024-04-04,A,Member,Credit Card,50.02
2024-02-20,A,Member,Cash,408.86
2024-05-13,A,Normal,E-wallet,20.97
2024-03-07,A,Member,E-wallet,465.74
2024-08-14,B,Normal,Credit Card,300.74
2024-03-10,A,Member,E-wallet,225.18
2024-05-07,A,Member,Cash,42.01
2024-09-28,B,Member,Credit Card,33.61
2024-11-13,B,Member,E-wallet,20.34
2024-05-14,B,Normal,Credit Card,180.87
2024-09-17,A,Normal,Credit Card,423.68
2024-07-06,B,Member,Credit Card,49.51
2024-12-24,A,Member,E-wallet,285.63
2024-08-07,A,Member,E-wallet,117.34
2024-03-21,A,Member,Credit Card,434.26
2024-11-30,A,Member,Cash,280.97
2024-09-17,A,Member,E-wallet,211.06
2024-05-16,A,Member,E-wallet,96.25
2025-01-28,B,Member,Cash,258.79
2025-01-12,B,Normal,Cash,179.73
2024-10-14,A,Normal,E-wallet,142.8
2024-05-29,A,Normal,E-wallet,440.35
2024-06-16,B,Normal,E-wallet,396.78
2024-05-28,B,Normal,Cash,419.96
2024-10-14,A,Member,E-wallet,128.04
2024-10-25,A,Member,Credit Card,384.54
2024-07-04,B,Normal,E-wallet,452.21
2024-10-31,A,Member,Credit Card,428.64
2024-03-26,A,Normal,E-wallet,206.05
2024-12-05,B,Normal,Credit Card,428.49
2024-08-26,A,Member,E-wallet,159.08
2025-01-12,B,Normal,Credit Card,417.95
2024-06-11,B,Normal,E-wallet,183.81
2024-03-05,A,Normal,Cash,430.19
2025-01-21,A,Member,Cash,278.85
2024-10-18,B,Normal,Cash,241.89
2024-12-02,B,Member,E-wallet,430.48
2024-11-29,B,Normal,Credit Card,103.03
2024-12-07,B,Member,E-wallet,107.27
2024-04-26,B,Member,Cash,225.69
2024-10-28,A,Member,E-wallet,348.55
2024-10-31,A,Normal,Credit Card,103.49
2025-01-05,A,Normal,Credit Card,431.71
2024-04-17,A,Member,E-wallet,84.57
2024-11-25,A,Member,Credit Card,67.67
2024-09-21,B,Normal,Credit Card,430.05
2024-09-08,B,Member,E-wallet,18.27
2024-06-16,A,Normal,Cash,114.04
2024-04-07,B,Normal,Credit Card,400.14
2024-03-18,A,Member,Cash,496.71
2024-11-14,B,Member,Credit Card,381.74
2025-01-16,A,Normal,Credit Card,287.88
2024-11-23,A,Member,Credit Card,417.46
2024-04-14,B,Member,Credit Card,440.66
2024-05-19,A,Member,Cash,373.61
2024-08-29,A,Normal,Credit Card,33.0
2024-04-02,B,Member,E-wallet,32.81
2024-04-10,A,Member,Cash,398.97
2024-05-17,B,Member,E-wallet,109.29
2024-09-05,B,Member,Credit Card,156.8
2024-05-25,B,Member,E-wallet,87.79
2025-02-09,B,Member,Credit Card,204.78
2024-06-24,A,Normal,Cash,83.02
2024-11-02,B,Member,E-wallet,21.53
2024-05-25,A,Member,Cash,238.62
2024-04-14,B,Normal,Cash,272.03
2024-11-29,B,Member,Cash,55.35
2024-11-14,B,Member,Cash,304.91
2024-11-12,A,Normal,E-wallet,276.51
2024-09-12,A,Member,Credit Card,451.42
2024-08-10,B,Member,E-wallet,153.27
2024-12-20,B,Member,Cash,357.02
2024-04-09,A,Normal,E-wallet,115.74
2024-12-15,A,Normal,Credit Card,123.91
2025-01-10,A,Normal,E-wallet,451.63
2025-02-07,B,Normal,Cash,456.16
2024-12-19,B,Normal,Cash,126.67
2024-07-01,B,Member,E-wallet,20.84
2024-11-18,A,Normal,E-wallet,289.22
2024-07-27,B,Member,Credit Card,429.81
2024-05-11,A,Member,Credit Card,287.62
2024-09-12,A,Member,Cash,168.95
2024-12-05,B,Normal,Cash,433.93
2024-03-15,A,Normal,Cash,25.9
2024-04-04,B,Normal,Credit Card,312.31
2024-09-01,B,Member,Credit Card,462.64
2024-04-25,B,Member,E-wallet,289.58
2024-12-12,A,Normal,Cash,183.08
2024-02-24,A,Normal,Cash,194.08
2024-04-23,A,Member,Cash,341.43
2024-08-12,B,Member,Credit Card,270.03
2024-03-21,B,Normal,Credit Card,63.57
2024-11-19,B,Normal,Credit Card,190.93
2024-04-03,B,Normal,Credit Card,314.95
2024-02-23,B,Normal,E-wallet,58.81
2024-03-29,B,Normal,Credit Card,21.91
2024-12-25,A,Normal,E-wallet,246.16
2024-07-17,A,Normal,Cash,240.3
2024-03-28,A,Member,Cash,141.18
2024-05-27,B,Normal,Credit Card,293.96
2024-02-24,B,Member,E-wallet,478.5
2024-08-06,A,Member,Cash,486.82
2024-11-30,A,Normal,Cash,134.23
2024-04-22,A,Member,Credit Card,130.46
2024-08-10,A,Member,Credit Card,142.35
2024-05-18,A,Normal,Cash,62.31
2024-05-29,B,Normal,E-wallet,256.96
2024-09-04,A,Normal,Credit Card,451.57
2024-04-27,B,Normal,Cash,325.89
2024-03-17,B,Normal,Cash,11.65
2024-05-01,B,Normal,E-wallet,460.05
2024-06-11,B,Normal,Cash,134.17
2024-11-01,B,Member,Cash,210.51
2025-01-07,A,Member,Credit Card,240.65
2024-08-22,B,Member,Credit Card,86.1
2024-12-27,A,Member,Credit Card,481.34
2024-10-19,B,Member,Credit Card,98.06
2024-11-21,A,Normal,Cash,320.47
2024-12-19,A,Normal,Credit Card,445.48
2024-10-27,B,Normal,E-wallet,379.29
2024-11-05,B,Member,Credit Card,16.62
2024-06-28,A,Normal,E-wallet,272.08
2024-02-13,A,Member,E-wallet,82.24
2024-03-23,B,Normal,Cash,351.58
2024-08-20,B,Member,Credit Card,81.38
2025-01-24,B,Member,Credit Card,454.79
2024-09-20,A,Member,Cash,265.07
2024-11-11,A,Member,Credit Card,63.67
2024-08-21,A,Normal,E-wallet,243.86
2024-10-07,B,Member,E-wallet,468.05
2025-02-09,B,Normal,Credit Card,176.52
2025-02-11,A,Normal,E-wallet,144.68
2024-02-15,B,Normal,E-wallet,313.59
2024-10-10,A,Normal,E-wallet,449.28
2024-08-14,A,Member,Cash,350.78
2024-09-18,B,Normal,E-wallet,34.01
2024-07-23,B,Member,Cash,332.27
2024-11-05,B,Normal,Credit Card,453.3
2024-08-22,A,Member,Credit Card,245.47
2024-11-29,B,Member,Cash,489.55
2024-06-06,A,Member,Cash,397.58
2024-09-27,B,Member,Cash,203.07
2024-11-05,A,Member,Credit Card,335.02
2024-04-28,A,Member,Credit Card,473.12
2024-12-19,B,Normal,E-wallet,292.9
2024-09-15,B,Member,E-wallet,31.41
2024-08-29,B,Member,Cash,408.1
2024-11-06,A,Normal,Cash,122.96
2024-06-09,B,Normal,E-wallet,13.34
2024-11-21,B,Normal,Cash,32.73
2024-06-14,A,Member,Credit Card,200.98
2024-07-24,A,Normal,Credit Card,306.88
2025-02-10,B,Member,Credit Card,318.87
2024-07-14,B,Member,Credit Card,467.88
2024-10-06,A,Member,E-wallet,360.42
2024-06-13,A,Member,E-wallet,333.47
2024-02-22,A,Normal,Cash,180.12
2024-04-06,B,Member,Cash,174.51
2024-03-27,B,Member,Credit Card,28.7
2024-08-18,A,Normal,Credit Card,391.35
2024-10-23,B,Normal,Credit Card,135.28
2024-09-06,B,Normal,E-wallet,481.26
2024-09-12,B,Member,E-wallet,270.73
2025-01-02,A,Member,E-wallet,480.17
2024-12-11,A,Member,Credit Card,172.03
2024-08-31,B,Member,E-wallet,72.52
2024-05-13,A,Member,Cash,384.16
2024-09-10,A,Member,E-wallet,217.82
2024-06-18,A,Normal,Cash,154.77
2024-09-29,B,Normal,E-wallet,16.35
2024-03-07,B,Normal,Cash,400.38
2024-09-06,B,Member,E-wallet,69.3
2024-05-13,A,Normal,E-wallet,402.14
2024-09-09,A,Member,Cash,497.93
2024-03-01,A,Member,Credit Card,285.47
2024-08-31,A,Member,Cash,496.19
2025-01-30,B,Normal,E-wallet,314.33
2024-08-11,B,Member,Credit Card,413.78
2024-10-14,A,Normal,Credit Card,263.48
2024-05-29,A,Member,E-wallet,383.55
2024-07-27,A,Normal,Credit Card,445.16
2024-12-18,A,Normal,Credit Card,385.85
2024-06-04,B,Member,Credit Card,480.94
2024-10-22,B,Normal,Cash,62.62
2024-12-30,A,Member,E-wallet,397.48
2024-06-22,B,Normal,E-wallet,24.77
2024-02-28,A,Normal,E-wallet,323.46
2024-03-06,B,Member,Credit Card,53.75
2024-11-19,B,Normal,Cash,91.38
2024-04-30,B,Member,Cash,405.27
2025-01-14,A,Member,E-wallet,210.99
2024-07-21,B,Normal,E-wallet,124.84
2025-02-01,A,Normal,Cash,390.27
2024-08-13,A,Normal,E-wallet,342.94
2024-05-03,A,Member,E-wallet,321.29
2024-03-17,B,Member,Credit Card,247.74
2025-01-30,A,Member,E-wallet,397.33
2025-01-17,A,Normal,Cash,138.61
2024-11-11,B,Member,Cash,54.97
2024-11-25,A,Normal,E-wallet,129.66
2025-02-04,B,Normal,Credit Card,217.64
2024-03-13,A,Normal,Cash,390.52
2024-08-10,A,Member,Credit Card,132.16
2024-11-26,A,Normal,Cash,215.83
2024-06-16,B,Member,Cash,142.27
2024-07-25,A,Member,Credit Card,440.54
2024-09-01,B,Member,E-wallet,300.52
2024-05-19,A,Normal,Cash,44.97
2025-01-30,A,Normal,E-wallet,260.9
2024-12-07,A,Member,E-wallet,197.69
2024-08-17,A,Normal,Cash,139.03
2024-03-21,A,Normal,E-wallet,352.93
2024-09-23,A,Member,Credit Card,172.22
2024-08-24,A,Member,E-wallet,115.48
2024-08-05,A,Normal,Cash,154.83
2024-11-11,A,Normal,Cash,490.11
2024-12-02,B,Normal,E-wallet,351.74
2024-09-13,B,Member,Credit Card,388.87
2024-11-14,A,Member,Cash,71.23
2024-09-27,A,Member,Cash,397.26
2024-04-07,B,Member,E-wallet,318.63
2024-02-14,B,Member,Credit Card,139.04
2024-05-25,A,Member,Credit Card,402.86
2024-03-18,A,Normal,E-wallet,262.26
2024-03-05,B,Normal,E-wallet,376.32
2025-01-15,A,Member,E-wallet,342.96
2024-08-02,A,Normal,E-wallet,307.06
2024-05-12,B,Normal,Cash,361.2
2024-07-24,A,Normal,E-wallet,152.29
2024-06-24,B,Normal,Credit Card,314.47
2024-06-04,A,Member,Cash,431.4
2024-09-10,B,Normal,Cash,185.73
2025-02-06,B,Normal,Credit Card,163.23
2024-07-06,A,Member,Credit Card,108.95
2024-08-13,B,Normal,Cash,245.13
2024-02-28,B,Member,Credit Card,277.51
2024-12-07,B,Member,E-wallet,162.24
2024-04-10,B,Normal,E-wallet,10.59
2024-08-21,A,Normal,Credit Card,270.05
2024-02-12,A,Member,E-wallet,447.04
2024-12-10,A,Normal,Credit Card,414.77
2025-01-15,A,Member,Credit Card,73.66
2024-11-12,A,Normal,E-wallet,477.92
2024-04-29,A,Normal,Cash,126.26
2024-12-24,B,Normal,Cash,322.04
2024-04-18,A,Normal,Cash,126.99
2024-09-03,A,Normal,Credit Card,410.32
2024-06-17,A,Member,E-wallet,317.07
2024-04-29,A,Member,Credit Card,268.86
2024-06-04,A,Normal,E-wallet,66.35
2024-12-10,A,Member,Credit Card,335.32
2024-08-10,A,Normal,E-wallet,366.23
2024-06-02,B,Normal,Credit Card,41.15
2025-02-10,B,Member,E-wallet,165.98
2025-02-08,A,Normal,Credit Card,242.17
2024-07-20,B,Member,Credit Card,69.48
2024-06-18,A,Member,E-wallet,69.29
2024-03-01,B,Normal,Cash,175.33
2024-10-16,A,Member,E-wallet,106.94
2024-11-30,B,Normal,Credit Card,440.83
2024-10-30,A,Member,Cash,80.24
2024-10-14,B,Member,E-wallet,275.88
2024-12-30,A,Member,Credit Card,104.07
2025-01-19,B,Member,Cash,249.43
2024-10-22,B,Member,E-wallet,217.05
2024-07-04,A,Normal,E-wallet,261.81
2025-01-31,B,Member,Cash,366.34
2024-08-09,B,Member,Credit Card,183.45
2025-01-04,A,Member,Cash,115.78
2024-11-07,A,Member,Cash,110.64
2024-02-19,B,Normal,Credit Card,103.48
2025-02-04,B,Normal,Credit Card,80.77
2024-02-12,B,Normal,Cash,258.52
2024-12-05,B,Normal,E-wallet,338.1
2024-07-10,B,Normal,E-wallet,230.05
2024-10-29,A,Member,Credit Card,420.14
2025-01-19,A,Normal,Credit Card,47.04
2024-08-26,A,Member,E-wallet,79.96
2024-09-07,B,Member,Credit Card,132.07
2024-06-16,B,Normal,E-wallet,335.7
2025-01-05,A,Member,Cash,481.94
2024-08-29,B,Member,E-wallet,270.72
2024-11-27,B,Normal,E-wallet,141.33
2024-04-26,B,Member,E-wallet,426.63
2024-09-14,A,Normal,E-wallet,23.43
2024-12-12,B,Normal,E-wallet,267.54
2024-11-14,B,Normal,Credit Card,405.46
2024-04-25,A,Member,E-wallet,214.08
2024-05-07,A,Normal,Credit Card,374.8
2024-05-21,B,Member,Cash,348.45
2024-10-18,A,Member,Cash,446.47
2024-04-24,B,Member,E-wallet,49.62
2024-12-04,A,Member,Credit Card,199.31
2024-06-10,A,Normal,Cash,274.24
2024-09-04,B,Member,Credit Card,359.44
2024-08-30,B,Normal,E-wallet,191.95
2024-06-01,B,Member,E-wallet,396.56
2024-09-25,A,Member,Credit Card,135.01
2024-10-08,B,Member,Cash,288.31
2024-02-15,B,Member,E-wallet,385.96
2024-12-17,A,Member,Cash,130.03
2025-01-10,A,Member,Cash,24.45
2024-07-19,A,Member,Cash,357.96
2024-05-27,A,Member,Credit Card,484.37
2024-08-31,A,Normal,Credit Card,216.93
2024-05-08,A,Member,E-wallet,30.94
2024-06-30,A,Normal,Credit Card,498.97
2024-09-27,A,Member,Credit Card,252.55
2024-04-15,B,Member,Cash,390.72
2024-11-14,A,Member,Credit Card,10.92
2024-03-10,B,Member,Cash,469.23
2024-08-31,B,Normal,Cash,442.77
2024-06-04,A,Normal,Cash,361.98
2024-11-21,A,Member,E-wallet,70.45
2024-03-01,B,Normal,Cash,250.36
2024-08-18,A,Normal,Credit Card,62.28
2024-08-27,A,Member,Cash,143.93
2024-07-23,B,Normal,E-wallet,322.01
2025-01-23,A,Member,Cash,390.89
2024-06-13,B,Member,Credit Card,143.1
2024-02-22,A,Normal,Cash,260.23
2024-05-13,B,Normal,Cash,21.15
2024-11-05,B,Member,E-wallet,275.61
2025-01-29,A,Normal,Credit Card,147.79
2024-11-15,B,Normal,Credit Card,190.25
2024-06-12,B,Normal,E-wallet,401.63
2024-03-22,A,Member,Credit Card,35.6
2024-09-29,A,Member,Credit Card,443.65
2024-09-18,A,Normal,E-wallet,43.03
2025-01-31,B,Normal,Credit Card,55.02
2024-06-30,B,Normal,E-wallet,239.28
2024-08-05,B,Member,Credit Card,133.45
2024-05-30,A,Member,E-wallet,389.01
2024-09-28,B,Normal,Cash,31.02
2025-01-03,A,Member,E-wallet,210.95
2024-05-12,B,Member,Cash,190.08
2024-04-22,A,Normal,E-wallet,40.02
2024-06-17,A,Normal,Cash,224.45
2024-12-26,A,Normal,Cash,34.77
2024-09-24,A,Normal,Cash,34.49
2024-11-16,A,Member,E-wallet,100.11
2024-05-26,A,Normal,Credit Card,20.15
2024-04-25,B,Member,Cash,262.87
2024-10-12,A,Normal,Cash,306.64
2024-06-09,B,Member,Credit Card,458.99
2024-04-13,B,Normal,Credit Card,126.79
2025-02-07,A,Member,Credit Card,332.72
2024-04-21,B,Member,Credit Card,476.45
2024-05-16,B,Normal,Cash,30.98
2024-12-08,A,Normal,Credit Card,358.64
2024-06-04,B,Member,Credit Card,187.43
2024-11-27,B,Normal,Cash,470.08
2024-08-16,B,Member,Cash,262.31
2024-05-09,B,Normal,Credit Card,331.16
2024-05-05,A,Member,E-wallet,307.84
2024-06-13,B,Member,Credit Card,439.95
2024-12-13,B,Normal,Credit Card,389.67
2024-08-15,B,Normal,E-wallet,457.46
2024-06-22,A,Member,Cash,457.47
2024-03-25,B,Member,E-wallet,184.07
2024-03-16,B,Normal,E-wallet,105.45
2025-01-04,A,Member,Credit Card,133.62
2024-05-22,B,Member,Cash,357.2
2025-01-31,A,Member,E-wallet,444.57
2024-08-07,B,Member,Cash,428.84
2024-08-01,B,Normal,Credit Card,435.06
2024-11-01,B,Normal,E-wallet,298.82
2024-12-20,B,Member,Cash,325.58
2024-02-16,A,Member,Cash,473.72
2024-09-20,B,Member,Cash,366.28
2025-02-11,B,Member,Cash,257.25
2024-07-07,B,Member,Credit Card,162.02
2024-12-30,A,Member,E-wallet,27.73
2024-03-16,B,Normal,Credit Card,451.29
2025-01-20,A,Member,Cash,239.16
2024-11-29,B,Member,E-wallet,390.99
2024-04-25,A,Member,Cash,362.9
2024-07-02,A,Member,Cash,56.53
2024-03-22,B,Normal,Credit Card,399.73
2025-01-11,A,Member,Cash,255.92
2024-10-07,B,Member,Cash,111.94
2024-09-05,B,Member,Cash,42.76
2024-08-14,B,Member,Credit Card,463.39
2024-05-10,B,Normal,Credit Card,269.39
2024-02-14,B,Normal,E-wallet,74.26
2024-04-13,A,Normal,Cash,25.85
2025-01-23,B,Member,E-wallet,338.98
2024-12-06,A,Normal,E-wallet,21.15
2024-07-08,B,Normal,Credit Card,92.13
2024-10-16,A,Normal,Cash,370.96
2024-08-07,B,Member,Credit Card,126.05
2024-04-08,B,Normal,Cash,100.55
2024-12-27,A,Member,Cash,251.57
